Hotel,Date,Review Title,Review
Westin New York at Times Square,Jul 21 2008 ,Excellent in Every Aspect,"I recently booked a weekend stay at the Westin Times Square for my wife's 30th birthday. Everything about our stay was excellent beyond all expectations. The hotel is clean, quiet, comfortable, and very spacious. Given that I booked the trip through an online hotel/airfare package site, I was a little worried that our discounted room rate would result in discounted accommodations and service. Not so! The entire staff was professional, courteous and extremely helpful. More important, our room was outstanding. It was clean, spacious and comfortable just like the rest of the hotel. The central location is great for all that midtown has to offer, with Broadway theaters, Times Square and Hell's Kitchen (excellent restaurants) all within a few blocks and convenient subway access for those areas of the city a little further away. One final accolade... When confirming our reservation I asked about having a bottle of champagne waiting in the room upon our arrival. I decided not to follow through on the purchase as I wasn't exactly sure of our schedule, but the service agent I spoke to obviously made note of my request. Shortly after checking in, a chilled bottle of champagne arrived at our room, compliments of the hotel. Now that's service! Overall, I would rank the Westin as one of the top hotels in Manhattan. It's the only place we'll stay for any future trips."
Westin New York at Times Square,Jul 20 2008 ,Good Stay at the Westin,"We stayed for three days at the Westin Times Square from July 11th - 14th. We got an excellent rate through Expedia. Check-Inwas quick and friendly. We were upgraded to a club level roomon the 10th floor. Except for the tile on the bathroom floor needing a little buffing the room was clean and quiet. You did not hear the traffic except for a rare siren.We were one long block from Times Square and had a choiceof several medium-price chain eateries as well as a couple of McDoanld's and Subway's nearby.There were two subway stations within a block that made getting around a snap.One tip for those visiting needing soda and snacks. There is a Duane Ready Drug Store at the corner of Eighth Avenue and 42nd Street open 24 hours where you can stock up, Not as cheap as a big chain grocery store but much cheaper than the mini-bar.The one negative impression I had (and the only reason I didn't rate it 5 stars) is that upon checkout the bellmen almost grabthe bags out of your hand and tackle each other to get that tip.I had one hustle a tip out of me for helping get two bags through the front revolving door."
Westin New York at Times Square,Jul 17 2008 ,Pros and Cons But Very Touristy!,"I stayed at the Westin on a recent business trip. The location would be a plus for trips focused on the theaters, and may well be excellent for families sightseeing in New York, but I found the location a big drawback. The area around the hotel is packed with tourists, chain restaurants, and garish signs - a very different atmosphere than comparable mid-town hotels outside the Times Square area. I can see that having affordable restaurants that appeal to kids and teenagers would be a big plus for family trips, but the atmosphere in the surrounding area was not the New York I knew from many prior trips.  On the other hand, standard rooms here are a bit larger than at many other New York hotels, with much better views. The prevalence of rooms with good views is the hotel's biggest draw. The bathrooms are depressing, though - clearly meant to be someone's idea of &quot;modern,&quot; but instead just look like what you'd expect to find in a public train station. In what seems to be an trend these days, the door to the bathroom is glass (at least this one is rather opaque), making it almost impossible for someone to use the bathroom at night or before sunrise without the light waking a companion.  If this hotel were in a different location, I would definitely be back - the hotel is very nice (except for those regrettable bathrooms), with views that are both good and rare for New York. For families heading to New York to sightsee, though, this would be a great choice."
Westin New York at Times Square,Jul 17 2008 ,Is this really a Westin?,"We arrived tired and a little edgy after flying in from Hong Kong, via LA. I was confident we would be looked after; my Starwood Gold card would look after us, right? Wrong! We were given what is without doubt the worst hotel room I have ever stayed in, in a developed country. The room was on the 9th floor, which, as it turned out, is also a convention and meetings area, where the few rooms are clustered together at one end. The room smelled musty, the plumbing was extremely noisy, and the fit out of the room reminded me of the 1970s. The piece de resistance, though, was the view...of a plant room some 10 feet from the window! The promised city view had not materialised, though if I stood on the bed and looked up I could just see the sky. We asked for another room, but were told there wasn't one. In the morning, we were woken by the rattle of trolleys, provisioning the conference and meetings area for the day. In short, a disaster, and one which caused me to wonder what standards are applied by Starwood to ensure its properties under the Westin brand are uniformly good. I have stayed at first class Westins in Shanghai, Auckland, Melbourne, and Sydney; they bear no resemblance, other than the name, to this place. Thankfully there was a first rate steakhouse on site, and the door staff were most helpful...without that I would have demanded my money back...and I wasn't paying!"
Westin New York at Times Square,Jul 15 2008 ,Westin was Great!,"After taking a redeye flight from Denver to NYC and arriving at the hotel at 7:30am, I was PRAYING that they would give us a room. Unfortunately, they did not right away. We were put on a &quot;pre-checking in list&quot; and the bell hops held our luggage. We decided to walk around Times Square and eat breakfast to kill some time. The font desk man noted that they will give us a call when a room becomes available. Fabulous!We booked 4 nights through Westins website using a code we received off of Travelzoo. Two nights were in a upgraded room (since the price we higher) and the next two nights were in a regular room (lower price), but the front desk man said we could just stay in the same room the whole time.Well 10am came around and we still haven’t heard anything from the hotel. We went into the lobby and sat down just to rest. I have to admit that the Westin has the best smelling lobby in the world! No joke. We went up to the front desk again to see if there was any updates and they did have a room for us! Up to 3606 on the 36th floor!The view was out the westside of the building. The room was very clean and modern, but a little plain. Beds were comfy, tv was great and the shower heads, to die for! Only complaint was that there was not enough room on the vanity. The location could not have been better. We were just around the corner from Duane Reeds (like Walgreens) a movie theatre was in the same building and so was Chevy's Mexican Grill. The blue subway entrances were right across 8th. Time Square was a 2 minute walk (I would suggest taking 42nd as there are more sights to see- on 43rd you have to walk by a strip club and a shady hotel) Sadly, our 5th night at the Westin had to be moved to Marriott Marquis a couple of blocks over. The Wednesday night rate at the Westin was way out of our budget.I highly recommend the Westin Times Square and I wish I was back in New York!"
Westin New York at Times Square,Jul 14 2008 ,Great rooms great locations lot of in an outs,"The price was excellent value for money, the location can not be improved but the lobby felt like the hall of a train station, lots of going in and out. Lacks some warmth. Nevertheless to be recommended"
Westin New York at Times Square,Jul 14 2008 ,Disappointed for our 20th Wedding Aniversary!,"Very dissappointed! We made arrangements over three months ago to celebrate in the city where we went as Honeymooners 20 years ago-I had requested an upgrade to the room if at all possible-with three months you think that I could have a better room than one that faces the side street. This was 4 nights over the July 4th weekend and it would have been lovely to at least have a room that looked out over the East river to watch the fireworks! As starwood preferred members if that was the best they could do than you might prefer to be non-preferred as you might be treated with more respect and courtesy. Some of our bath towels were frayed and had seen better days and the Hevenly Bed must have gone the other direction (to Hell) and never returned as the mattress had seen better days. The Westin In Vancouver, Canada had the best mattress and that is what led us to book at the Westin in NYC. The front desk lady was not friendly at all but the bell captain and staff were very nice and helpful. There are other hotels for the kind of money spent here that will treat you as a treasured guest and I will see them again in the future."
Westin New York at Times Square,Jul 13 2008 ,Great hotel for first trip to NYC,"This was my families first trip to NYC. We booked the hotel based on its location and reviews. We had a junior suite on the 28th floor. The room was large enough for my family of 4. The room was clean, quiet and the king bed was as good as it gets. The location was close to broadway theaters, time sq.,and the subway. The concierge booked all of our tours, shows etc. all great recomendations. The complementary breakfast was in a nice area with a friendly staff. Overall my stay was much better than what other reviewers have reported. Will definately stay at this hotel on my next trip back."
Westin New York at Times Square,Jul 12 2008 ,Use the safe.,"The hotel was everything I expected, but I want to advise everyone to use the safe provided in the room. I left a necklace and earrings on the desk when we left for the day. The cleaning service came in to clean our room, and when I went to wear the items the next day they were missing. I filled a report with the hotel, and they questioned the cleaning staff. But nothing was seen by anyone. I don't like accusing anyone of stealing, but I thoroughly checked all of my luggage. Please don't experience what I experienced, use the safe for any of your treasured or high dollar items."
Westin New York at Times Square,Jul 9 2008 ,July 4 2008,"My Boyfriend and I stayed at the Westin Times Sqaure for 5 nights for my birthday which was the 4th of July. I honestly do not know how anyone can say anything bad about this hotel. Check in was super fast and we even received an upgrade to a corner room eventhough the hotel was 100% full. The room and view was incredible. The room was always clean and housekeeping did a great job. The heavenly bed is really heavenly!!! I have never slept in a better bed than this one, after a long day of walking New York City it was nice coming back to such comfort. The staff is very polite and always willing to help. They even sent up a bottle of wine for my birthday... I do not understand how anyone can say anything negative about this hotel... It was a great experience.. Would stay there again..."
Westin New York at Times Square,Jul 9 2008 ,Great hotel - Mediocre staff,"We booked direct with the hotel and got an executive room which was spacious, with a great bathroom though the view was poor. The breakfast in the executive lounge was good, with friendly staff (sometimes) just enough for a days sightseeing. The Shula's restaurant was fantastic and the meal well worth the cost, staff were very attentive too.Be very careful with your belongings - I left my bag in the hotel bar in the early hours of the morning (when there were only a few residents left), it was tucked away in a corner not in view. The bag wasn't handed in, even though the bar closed shortly after we left and i noticed it was missing before they re-opened. The bar had been cleaned but the bag wasn't handed in. When I reported it to reception they were not particularly interested and didn't even tell me to contact security. My husband went back later as he was less than happy about losing the cash, credit cards and my camera with all our pictures on from sightseeing in New York and Nashville for four days. Reception were more helpful this time and contacted security and the Bar Manager. We were told the Manager would contact us when he arrived in and had spoken to the cleaner, he never did and we had to keep on going back to ask security, going back over the details every time which when your trying to visit a city in three days is a waste of time. Losing the debit and credit cards almost ruined our trip as we were unable to do everything we planned as we only had the cash that my husband was carrying, fortunately we'd pre-paid for the hotel room and our passports weren't in there or we would have been stuck!Great centrally located hotel with the sort of staff often found in large cities."
Westin New York at Times Square,Jul 6 2008 ,Excellent Stay,"We stayed at the Westin Times Square on a recent Friday and Saturday night (06/20-22) with a good priceline bid of $170. The hotel is very nice and in an excellent location.The day of our check-in, I called the Westin to see if we could check-in early at about noon. To my surprise, the person on the phone said he couldn't answer me, I would just have to go to the hotel and see if they have any rooms available when we arrive. I thought that was odd, but we went to the hotel anyways. We were given a king room (#1403) on the 14th floor upon checking in without any wait. The room was very clean and modern looking. Some of the highlights of the room were:Large, LCD TV,Dual shower heads,Very comfortable bed,Decent sized room.Unlike other hotels in NYC where you might have a view of a brick wall, we had a decent view looking west to the Hudson River out of large widows. The only problem we encountered during our stay was a slow drain in the shower. It was slow enough to be a little annoying but not bad enough that we requested service - I simply informed them of the problem upon check-out.Besides the quality of the hotel, the best perk was the location. The hotel is basically on top of the A/C/E 42 Street - Port Authority subway station, across the street from the bus terminal, and just a block away from Time Square and the the 1/2/3/7 lines.Overall, we had an excellent stay there and would not hesitate to go again, especially at that price."
Westin New York at Times Square,Jul 4 2008 ,OK stay in Times Square,"The Westin NY Times Square was pretty nice, but nothing to write home about. We got our rooms on a special rate under $200 per night, which is great for this area. At that rate, the hotel was well worth it, but I would never pay the normal $300-$400. On this trip we also stayed at the Westin Grand in DC and the Westin in Philadelphia. This hotel in Times Square was definitely inferior to the other two. The staff here were not very friendly. The tub in the bathroom was stopped up and the cordless phone next to the bed did not work. Housekeeping didn't clean our room the first day, either. The hotel's location is great for shows and Times Square attractions, and the Heavenly Beds are always extremely comfortable."
Westin New York at Times Square,Jun 30 2008 ,Great Location,"Checked into the Westin on a Friday afternoon without too much hassle or delays, asked for ajoining rooms, got ones that were beside eachother, but no connecting door. Rooms were nice, clean, modern with an absoluely fabulous view of the river. That was an unexpected bonus. They were kind of small, but bigger than I expected after reading about NY hotels. The staff were friendly and helpful, expecially Nina at the concierge desk. The only hiccup we saw was that we booked 2 nights at 2 seperate rates........and were automatically checked out after our first night.........so keys didn't work, credit cards were charged etc. The clean up was horrific although the staff at the front desk did their best to be accomodating and helpful. Nice hotel with good service!"
Westin New York at Times Square,Jun 29 2008 ,Disappointing,"We have stayed in several Westin hotels around the world especially in Asia and have always had excellent experiences with the hotel's service, room, facility and so on. We natually expect Westin on Time Square to meet the same 5-star standard. However, we were very disappointed. The lobby looked run down, decoration in the room was just plain, the bathroom was very basic (kind of like Super 8 hotel) and the housekeeping service was very slow. We had to call twice to get extra shampoo. In a nutshell, we will not recommend this hotel to any one. There are other better hotels in the same area. We paid a 5-star rate but did not get the same level of value."
Westin New York at Times Square,Jun 26 2008 ,Excellent!,"We stayed at the Westin from 21-24 June. I had booked a king deluxe city view. This was our first trip to NYC, and we were also celebrating our 10th anniversary. I mentioned that in the comments when I booked the room and when we arrived we'd been upgraded to a king deluxe corner view on the 43rd floor. It was very nice. The hotel is a block from Times Square. We could see into Times Square, but didn't have a great view of it. Our view of the rest of the city and the water was very nice. The location was close to everything we wanted to access. I had no complaints about the service. Our room was always made up when we'd returned by midday. One day they forgot to replace the coffee and another day they didn't replace the water. The heavenly bed was truly heavenly, to the detriment of our plans, as I had difficulty getting my wife up from her nap to get to our Broadway play. We may end up purchasing one at some point. The heavenly shower was nice.Altogether, a very nice experience. I found the staff to be courteous and helpful each time I dealt with them and would definitely recommend the Westin."
Westin New York at Times Square,Jun 24 2008 ,Honeymoon in New York,Excellent hotel in the heart of New YorkVery nice modern size.Try to book a corner room in the highest possible floor.The view is amazing.
Westin New York at Times Square,Jun 23 2008 ,Nice Hotel,We stayed at the Westin for our recent NY trip and loved the location! The room were nice and clean. The beds were great. Bathrooms were nice but with little counter space. The rooom service was great and fast. I would stay again.
Westin New York at Times Square,Jun 22 2008,The hotel was ok.,"This hotel was not the best hotel I stayed in before.When you ordered something through the concierge it takes them like 30 minutes to bring something.For example we asked for an extra bed earlier as we came to this hotel. When we got to our room and it wasn't there so we called the concierge to bring it up.Well of course he said &quot;ok, we will bring it right now&quot; We had to wait for approximately 30 minutes for them to bring up the extra bed.The extra bed was not the only thing that came late. Our suitcases didn't come for about 20 minuted. To every hotel I ever went to, they usuallybrought up our luggages in about 5 to 10 minutes.Another trouble we had at this hotel was was the breakfast room service. The food was pretty good, and we finshed it and left in in our room. We absolutely thought they would clean it up before we came back at 2 o'clock, but when we did it was still there.We called the concierge to take away our room service that we had in the morning. Of course the concierge said, &quot;Ok, we will do it right now&quot; WE left our room and went to watch amusical ad eat dinner and came back at 9 o`clock. Guess what? THE ROOM SERVICE WAS STILL THERE.One last incident that ade me furious was when we asked for a sewing kit and called the concierge they said the exact same thing. WE waited for 30 minutes AGAIN and please try guess what they brought? A VANITY KIT. WE paid them a dollar tip for somethign we didn't ask for. ABSOLUTELY HORRIBLEFor a hotel that cost 400 dollars a night I think this was an absolute waste of money. The rooms were small, no locks on the bathroom, and the guest service is HORRIBLE. They say they will do things RIGHT AWAY and they do not.I know Times Square is a really busy place and many people stay at the WEstin Times Square Hotel but I would be glad if they actually did what they SAY.I wuoldn't come back to this hotel again."
Westin New York at Times Square,Jun 22 2008 ,Cheap Fantastic Corner Room Booked On Hotel Website,"Booked via hotel website and averaged US$260 a night over 4 nights (inclusive) as they had a 3 night for price of 2 special for Thur to Sat check-ins and a US$199 a night special for Sundays.The very spacious corner room had 4 big windows with a view of the Hudson River through one window.Service was generally excellent but they stuffed up a little bit on check in - firstly, had to go way for 30 minutes as our room &quot;was not ready&quot; until check-in time of 3:00pm - this is bollocks as I am sure there was a room ready for us.; secondly, they lost track of our luggage and we were kept waiting around in our room for 50 minutes.Location was great as in Time Square area but the subway station under Times Square is quite large and required a lot of walking from 46th to 42nd Street.One of the classiest standard hotel rooms I have ever stayed in ever and we were very lucky with the price,"
Westin New York at Times Square,Jun 21 2008 ,Loved the Westin in NY!,"Loved this hotel. Very central location to Times Square in NY! Great views, great hotel, great service, beautiful room. It has a great ramp from the hotel to a shopping/dining area on the other side of the street. I would definetely stay here again and again!We stayed from March 9th - March 11th, 2008. The only thing I would recommend is stay on the Times Square Path area and not stray on the streets that run along it because there are bad elements around there."
Westin New York at Times Square,Jun 19 2008 ,Best Hotel I Ever Stayed At!!!!!!!,I stayed at the Westin on June 17th and it was the best hotel I have ever stayed at. It was deff the BIGGEST room I was ever in in NYC. I shared a room with my friend who had booked it for a very low $147.00. I was looking at the real room price and it turns out that we were in a $1500.00 a night room. The double shower head was AMAZING and I wanted to take it home with me. The beds were comfy but not as comfy as I expected them to be. The quilt(comforter) that was on it was so heavy that it gave me leg cramps while I was trying to sleep. The BIG flat screen TV was a plus as was the Ipod dock radio. Overall I would stay there again only if I could get a great deal like my friend did because quite frankly I could never afford to stay there any other way.
Westin New York at Times Square,Jun 18 2008 ,Not up to Westin Standards,"I have stayed at Westin Hotels all over the world because I love them...all but the Westin Times Square. The lobby was dingy and the furniture was worn. Our room was large by NYC standards but there was a dirt spot on one of the duvets and dust on the headboards. They did accommodate an early check-in and late departure. However, after requesting a 2:30 check-out time we found ourselves locked out of our room after returning at 2:15. Apparently the keys automatically time out at 2pm but no one bothered to tell us. The hallway had debris in it for an entire day that was not cleaned up, etc. The beds were comfy as always, but other than that I would not recommend this hotel."
Westin New York at Times Square,Jun 17 2008,Great Location ~ OK Room ~ Great Service,"Hi......Booked for a weekend trip to the city. Stayed Friday - Sunday. Our flight was delayed and we arrived at 10:00 pm - the receptionist gave us drink vouchers for the bar since the club level was closed. Very nice. We booked through the website - great deal and then after we booked we received an email from the hotel w/ an offer for $50 upgraded to club level. We accepted the offer and really enjoyed the club level. Drinks, breakfast and afternoon appetizers (which were more of a meal than a snack:).......room was just ok - we didn't find the bed nearly as comfy as previous westin stays and our view on the 26th floor wasn't good either - definitely request room w/a view......Our flight on Sunday did not leave until 9:00 pm so they happily kept our luggage safely while we went to the Yankees Game and enjoyed the city. After we returned we were able to shower in the spa and change before our flight home, which was a wonderful touch since it was such a hot weekend. Staff went above and beyond to meet our every need. We realllllllllly enjoyed our stay and would not hesitate for the location again - soooo close to Times Square, Broadway Shows, Subway, etc."
Westin New York at Times Square,Jun 17 2008 ,Good choice,"This is a very nice hotel. It is located in the Times Square area, and several Broadway theaters are within 1-3 blocks. There are plenty of restaurants in the area as well. The hotel itself is nicely decorated. I stayed in a corner city-view room, which offered impressive views of the city. The room was average in terms of size but above average in terms of decoration and comfort. The shower features 2 shower heads. It might not be good for the environment, but it sure felt good. The air conditioning was not able to keep up with the 100 degree weather as much as I would have liked, but the room was fairly comfortable. Overall, this is a very nice hotel in a good location. Pricewise, you'll pay for it, but this is still a good choice."
Westin New York at Times Square,Jun 16 2008 ,Less than impressed,"I’m aware that NY hotels are not all that great, but the Westin Times Square did not impress for the price. I’m not sure what everyone is raving about. The hotel is located in a VERY crowded area of Times Square surrounded by chain restaurants (McDonalds, Chevy’s, etc) and strip clubs. I counted 4 strip clubs to be exact. I recommend staying closer to Central Park. We also had numerous billing problems. Even though our room was on the Executive Club Level they kept charging us every time we used one of our club level perks that was supposed to be included. Also, our room keys did not work and the water coming out of the sink and shower had a sewer-brine smell to it. The hotel also had back to back high school prom’s the nights we were staying there and the hotel was allowing the loud music past 1:00am. Who knew there were high school proms on Sunday and Monday? Pass on this hotel. (FYI – I am a Starwood Preferred Member)."
Westin New York at Times Square,Jun 16 2008 ,2nd Stay Not As Nice As First,"I stayed here for five nights in June of 2008. I had stayed at this hotel two years prior to this visit and my second trip as not as nice as my first. The staff seemed bothered every time you would ask them a question. The room was nice and I was offered my choice of view... that was nice. However, the room looked a bit worn from my last trip. It was not dirty, but it just did not have a fresh feeling to the room. The location is great if you are looking to attend the theatre. The Javits was my destination and the walk is not bad. Its a long walk, but its an easy 15 min walk. They do not offer free access to the gym to SPG members. As a loyal member, this was quite a turn off. I dont think I would return for that very reason. I think the fee was only $10 a day, but again as a loyal member one should not have to pay to go to the gym when you are paying ~$400 a night. When you travel as much as I do, a gym is critical. I ran in central park every day, so that was a nice option; but, if you do not run be warned."
Westin New York at Times Square,Jun 16 2008 ,Weekend Stay in NYC,"We arrived on Friday afternoon and had put in a request for a club level room which was unavailable. We were told that we had been upgraded to a better room but I couldn't see anything out of the ordinary. The lobby was extremely crowded. We had a leak issue in the room and reported it to the front desk. Someone from Engineering called to confirm the situation and promptly took care of it while we were out to dinner.Our room was on a higher floor and provided a spectacular view of the river. There are two entrances to the hotel (one facing 42nd and one facing 43rd) which provides easy access to the subway system and Times Square.Overall, the location was great and the accomodations were comfortable. The hotel decor is very modern and clean. Our room had a stainless steel sink and counter area along with two shower heads in the shower. The beds were the signature Westin Heavenly Bed and the room had a beautiful flat screen television."
Westin New York at Times Square,Jun 15 2008 ,great stay in the city,"This hotel worked well for a pre-christmas trip to New York. The room was fine and the location was great (used to be a pretty rough area not long ago across from port authority bus terminal). The one time we needed help from the concierge we had to wait a tremendously long time and the hotel was at very low occupancy.The room itself was a standard Westin room, which is a good thing. I'd stay here again if the price was right (this is New York and that is always a consideration) but nothing stood out as a particularly fine experience worthy of another stay."
Westin New York at Times Square,Jun 10 2008 ,What a waste!,"We booked nine rooms for my sister's wedding party in NYC, of which four weren't ready for occupancy when we arrived at 4.00pm (including the bride's room). No apology was made; in fact staff seemed bemused that we might even find this unsatisfactory. When questioned, the concierge advised us that although she was from Brooklyn, she couldn't help with restaurant reservations there: she only knew about Manhattan (although seemingly didn't know what day the Museum of Modern Art might be closed). Towels weren't replaced after the first night, and we had to repeatedly ring for replacements; neither was bottled water, which given the amount we paid can hardly be described as a luxury; decor can only be described as dowdy; and, incredibly, room to room calls were charged to the bill!! This hotel is simply too large for the staff to care about service. Don't waste your money staying here."
Westin New York at Times Square,Jun 9 2008 ,Good for business or theater,"This is good hotel if you are in town on business, or want to be really close to the various theaters. Otherwise, it is a bit generic. Pros-If you are a platinum guest you have free use of the executive lounge (free breakfast etc) and the gym.-Decent sized rooms for New York.-Easy to grab a taxi on eight avenue.-Less congested than W in Times SquareCons-Area can be a bit sketchy.-Don't often get platinum upgrades.-If you're not a platinum guest, I think you have to pay for the gym.-Room service food not great."
Westin New York at Times Square,Jun 7 2008 ,Great Stay at the Westin,"I stayed at the Westin on May 30th and I was really pleased with everything. I stayed in a junior suite on the 35th floor and we loved the room! My boyfriend and I also asked for the romance package which was a really nice plus. I checked in at 3 and it was flawless, shortly after arriving to our room we were greeted with champagne and strawberries. Anything we needed, it was there promptly and this includes a refridgerator, new sheets and towels, and room service. Very fast service and we never had to wait for anything.It was also nice to come back from dinner and find more strawberries and champagne waiting for us(which we never asked for). Overall a really great stay and would stay here again. I would also recommend that couples go for the romance package - for an extra $50 you get a 4pm checkout, free breakfast in the Shulas restaurant(which was delicious), and complimentary strawberries and champagne. Definitely worth it."
Westin New York at Times Square,Jun 2 2008 ,Great Hotel - Great Location - Great Room,"My wife and i stayed in the Westin for 3 nights at the end of May.Arrived into Newark and took the bus into the Port Authority bus terminal, this was cheap and easy to do and very very close to the Westin, so was a breeze. We arrived early and the room was not ready, but we expected this and the staff immediately offered to take our bags until 3pm when the room would be ready, we came back about 3:30 and the room was available.What a room! Booked a corner room, we were placed on the 39th floor and had amazing views of the Empire State building along one side and up and down the Hudson on the other. Room was clean and fresh and all the fittings were in perfect working order. nice flat screen TV for when we were relaxing. The only tiny problem we had was our fridge locking itself on our last day, but a quick phonecall to reception had a man at our door in under 5 minutes who fixed this promptly. Check in/out was quick and easy, the business centre offers free use of the internet for checking in for flights, which was very very useful.When asking for advice from the hotel staff they were all friendly and helpful often finding us a map and often pointing out discounts that are available.We never used the hotel restaurant, as we ate out all the time and looking at the prices i am glad we did.The location is fantastic, very close to the action of Times Square and quite central for all the shopping and sight seeing.In conclusion i would highly recommend a corner room at the Westin, we have already promised ourselves we will stay there when we go back next year (hopefully)."
Westin New York at Times Square,Jun 1 2008,Fabulous Hotel ,"I just got back from an overnight stay at this hotel and I must say it was great!!This is my first time leaving a review. I felt this hotel was worth taking the time to do so.First, the staff is super friendly and accomodating. Check In is at 3 PM, however, we arrived at 10 AM and got our room right away!!After check out on our last day, they held our luggage at the hotel while we did some more sightseeing.The rooms were spacious. The beds were super comfy and the shower was awesome!!The location is in the heart of Times Square and a block from Port Authority. I would recommend without any hesitation."
Westin New York at Times Square,May 31 2008 ,Excellent location. Too crowded.,"Pros:- Yes, the location is excellent, near the theaters and everything else in times square.- The room is clean, spacious, bed is confortable, shower is great...- We asked for a late check-out and got one more hour cost-free.Cons:- The front desk staff is always busy. We took a long time to check-in/check-out. The hotel is big and too crowded, there are always too many people checking-in/out.- We've tried to buy theater tickets with the hotel's concierge service but it was too expensive. We bought it through ticketmaster.- We ate once at the hotel's reataurant but I would rate it as a three-star food and the staff was unsympathetic.- I've received a package through the business center and it was delivered to our room, what is positive. The problem is that I was told that this would be cost-free but we were charged (but it was so cheap we did not even complaint about it).Overall it is a very good hotel, especially if you want to stay near times square. I would rate it as a regular four-star."
Westin New York at Times Square,May 31 2008 ,Great Stay great location,We were so pleased with this hotel that we choose to stay here for extending a business trip rather than move to the W (which we had originally planned). Room was similar in style to the W but much larger. Nice views. True Westin quality in recently re-done rooms. All Westin amenities apply.The location in Times Square and proximity to the subway was great. We'll stay here again!
Westin New York at Times Square,May 28 2008 ,Absolutely Fabulous. Stay there!,"I took my girlfriend to New York for her birthday, it was the first time she has been there, she loved it but loved the hotel... we both did!I booked a Corner Deluxe Room but took the time to contact the hotel by email in advance to see if we could get a higher room with a view. They responded promptly &amp; offered us a upgrade to their Executive Club which allowed us free breakfast in their Executive dining room &amp; a room on the 42nd floor!!! I could see the Empire State Building from my bed!!!On top of that, they sent up a complimentary bottle of wine &amp; strawberrys to celebrate my girlfriends birthday. Lovely touch.The concierge also pulled a few strings &amp; got me a table at Gordon Ramsey's restaurant at the London Hotel. Very nice &amp; not as expensive as you would think.The location is brilliant, a block away from Times Square.I recommend the Steak House in the hotel, Shula's. Amazing steaks &amp; excellent service. To conclude.... Stay there, they will look after you."
Westin New York at Times Square,May 27 2008 ,Great location fabulous service.,Just spent a six night stay at this hotel. Booked through SPG as hubby is plat and got a great upgrade to a suite. Check in was smooth and quick. Bags were already in our room when we arrived. So close to Times Square and Broadway shows.Saw Spamalot and it was just around the corner. Also walked to Rockefeller Center and to Central park. The hotel also arranged cars for us and booked us on a fabulous helicopter tour through Manhatten Helicopters. Can't say enough about the fabulous service we had. Wasn't really fond of the stainlesss steel sinks in the bathroom but that was a very minor detail. Overall our family loved the Westin. We are already planning a return trip in September!!
Westin New York at Times Square,May 26 2008 ,Busy large scale hotel,"My husband and I were there on vacation over Memorial Day weekend. The hotel is clean, safe, and good size room for NYC. If you want to spend time in Time Square and like a busy/touristy location, this is a good match. Otherwise, stay in another part of town. You will get the Time Square experience here."
Westin New York at Times Square,May 23 2008 ,Loved it !,"This hotel is located in the heart of Times Square and everything is a stone throw away be it theatres, cinemas, and night life. Amazing location and fantastic spacious rooms. Highly recommend it."
Westin New York at Times Square,May 20 2008 ,Great Location,"This hotel has a great location, right in the heart of Times Square, and across the road from the Port Authority (buses and train service). It is surrounded by dozens of eating places and the usual touristy shops. Check in was smooth and fast, as I arrived in the evening. I was given access to the Executive Lounge, which was nice (continental breakfast of boiled eggs, fruit, cereal, toast and pastries) Cocktail time cheese and crackers, antipasto platter and usually two hot hors d'oeuvres - wine is available as well.The rooms are relatively small, with superb Westin comfort beds and LCD TV. The bathrooms are small as well, but adequate. Found the amenities to be rather frugal this time around - very limited and I had to call down and ask for a shower cap, cotton balls etc. Also had to ask to have the &quot;free&quot; coffee and tea replenished as this wasn't done. The room cleanliness was so/so - bits of paper and tissue left on the carpet, and in the bathroom until we complained about that. Seems like they don't vacuum every day!Overall, this is a good hotel and we would most definitely return -"
Westin New York at Times Square,May 20 2008 ,Great Time at Westin NYC!,"The Westin was great. 38th floor offered nice city and Hudson River view. Would definately stay there again. Close to times square, theatres and 42nd St Subway station. Nice hotel bar too."
